IP Prefix	Description
34.223.24.0/22	us-west-2-amazon-us-west-2-3589
34.223.45.0/25	us-west-2-amazon-us-west-2-3590
34.223.68.0/22	us-west-2-api_gateway-us-west-2-3591
34.223.72.0/23	us-west-2-api_gateway-us-west-2-3592
34.223.74.0/25	us-west-2-api_gateway-us-west-2-3593
34.223.80.192/26	us-west-2-cloudfront-us-west-2-3594
35.162.63.192/26	us-west-2-cloudfront-us-west-2-3595
35.167.191.128/26	us-west-2-cloudfront-us-west-2-3596
44.227.178.0/24	us-west-2-cloudfront-us-west-2-3597
44.233.54.0/23	us-west-2-api_gateway-us-west-2-3598
44.234.106.0/23	us-west-2-amazon-us-west-2-3599
44.234.108.128/25	us-west-2-cloudfront-us-west-2-3600
44.234.113.64/26	us-west-2-amazon-us-west-2-3601
44.234.123.128/26	us-west-2-amazon-us-west-2-3602
44.234.123.64/26	us-west-2-amazon-us-west-2-3603
44.234.22.128/26	us-west-2-amazon-us-west-2-3604
44.234.28.0/22	us-west-2-api_gateway-us-west-2-3605
44.234.54.0/23	us-west-2-workspaces_gateways-us-west-2-3606
44.234.73.116/30	us-west-2-amazon_appflow-us-west-2-3607
44.234.73.120/30	us-west-2-amazon_appflow-us-west-2-3608
44.234.90.252/30	us-west-2-cloudfront-us-west-2-3609
44.242.143.180/31	us-west-2-kinesis_video_streams-us-west-2-3610
44.242.143.224/30	us-west-2-kinesis_video_streams-us-west-2-3611
44.242.143.242/31	us-west-2-kinesis_video_streams-us-west-2-3612
44.242.143.244/30	us-west-2-kinesis_video_streams-us-west-2-3613
44.242.143.248/31	us-west-2-kinesis_video_streams-us-west-2-3614
44.242.143.250/31	us-west-2-kinesis_video_streams-us-west-2-3615
44.242.143.252/30	us-west-2-kinesis_video_streams-us-west-2-3616
44.242.161.0/30	us-west-2-kinesis_video_streams-us-west-2-3617
44.242.161.10/31	us-west-2-kinesis_video_streams-us-west-2-3618
44.242.161.12/30	us-west-2-kinesis_video_streams-us-west-2-3619
44.242.161.16/31	us-west-2-kinesis_video_streams-us-west-2-3620
44.242.161.20/30	us-west-2-kinesis_video_streams-us-west-2-3621
44.242.161.4/31	us-west-2-kinesis_video_streams-us-west-2-3622
44.242.161.6/31	us-west-2-kinesis_video_streams-us-west-2-3623
44.242.161.8/31	us-west-2-kinesis_video_streams-us-west-2-3624
52.43.76.88/29	us-west-2-codebuild-us-west-2-3625
54.190.198.32/28	us-west-2-amazon_connect-us-west-2-3626
54.244.46.0/23	us-west-2-workspaces_gateways-us-west-2-3627
